1	169
2	109
3	169
4	61
4	116
4	166
4	169
4	207
4	225
4	231
4	254
4	255
5	109
5	129
5	256
5	257
5	258
6	109
7	94
8	5
8	7
8	20
8	21
8	62
8	91
8	101
8	106
8	133
8	155
8	158
8	163
8	164
8	184
8	185
8	186
8	189
8	190
8	194
8	196
8	202
8	210
8	224
8	225
8	252
8	259
9	12
9	48
9	61
9	155
9	182
9	211
9	221
9	231
9	235
9	242
9	289
10	115
11	51
11	61
11	94
11	155
11	160
11	161
11	225
12	282
13	61
13	69
13	166
13	184
13	225
13	231
13	232
14	50
14	55
14	59
14	60
14	101
14	111
14	137
14	140
14	144
14	146
14	154
14	155
14	159
14	286
15	69
15	121
15	184
15	191
15	234
15	256
15	258
15	263
15	291
16	63
16	126
17	109
17	146
18	169
19	169
20	256
21	54
21	55
21	59
21	60
21	107
21	111
21	182
21	225
22	51
23	5
23	182
23	231
24	2
24	8
24	15
24	19
24	22
24	48
24	51
24	60
24	61
24	64
24	92
24	96
24	107
24	108
24	115
24	118
24	121
24	124
24	127
24	130
24	137
24	147
24	148
24	162
24	166
24	167
24	182
24	198
24	208
24	215
24	217
24	220
24	221
24	227
24	228
24	231
24	243
24	245
24	260
24	274
24	278
24	282
25	206
26	12
26	13
26	14
26	23
26	48
26	51
26	52
26	53
26	57
26	59
26	61
26	65
26	66
26	106
26	118
26	130
26	137
26	139
26	148
26	149
26	150
26	151
26	153
26	154
26	158
26	159
26	160
26	166
26	167
26	170
26	181
26	182
26	184
26	187
26	194
26	199
26	200
26	211
26	212
26	213
26	215
26	219
26	225
26	231
26	236
26	237
26	238
26	243
26	244
26	260
26	261
26	262
26	264
26	265
26	266
26	267
26	275
26	282
26	283
26	284
26	285
26	286
27	5
27	61
27	93
27	135
27	136
27	137
27	138
27	155
27	162
27	178
27	179
27	231
27	251
27	255
27	282
28	226
29	11
29	61
29	119
29	143
29	155
29	195
29	227
29	256
30	6
30	160
30	166
30	222
30	223
30	225
30	248
30	261
30	275
30	279
31	5
31	155
31	229
31	230
31	231
31	255
31	261
32	109
33	63
33	107
33	225
34	3
34	120
35	137
35	138
35	178
36	1
36	4
36	5
36	9
36	10
36	12
36	16
36	17
36	18
36	24
36	25
36	26
36	27
36	28
36	29
36	30
36	31
36	32
36	33
36	34
36	35
36	36
36	37
36	38
36	39
36	40
36	41
36	42
36	43
36	44
36	45
36	46
36	47
36	48
36	49
36	51
36	54
36	55
36	56
36	58
36	59
36	60
36	61
36	63
36	67
36	68
36	70
36	71
36	72
36	73
36	74
36	75
36	76
36	77
36	78
36	79
36	80
36	81
36	82
36	83
36	84
36	85
36	86
36	87
36	88
36	89
36	90
36	93
36	94
36	95
36	97
36	98
36	99
36	100
36	102
36	103
36	104
36	105
36	110
36	112
36	113
36	114
36	117
36	122
36	123
36	125
36	128
36	131
36	132
36	134
36	141
36	142
36	145
36	147
36	148
36	149
36	151
36	152
36	153
36	155
36	156
36	157
36	158
36	160
36	165
36	166
36	168
36	171
36	172
36	173
36	174
36	175
36	176
36	177
36	178
36	180
36	182
36	183
36	184
36	188
36	192
36	193
36	197
36	199
36	201
36	203
36	204
36	205
36	209
36	211
36	214
36	216
36	218
36	219
36	221
36	222
36	225
36	231
36	233
36	235
36	236
36	239
36	240
36	241
36	242
36	246
36	247
36	249
36	250
36	252
36	253
36	261
36	267
36	268
36	269
36	270
36	271
36	272
36	273
36	276
36	277
36	281
36	282
36	287
36	288
36	290
36	292
37	23
37	61
37	62
37	94
37	106
37	107
37	154
37	155
37	184
37	231
38	5
38	107
38	231
39	280
